,City/Community,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,timestamp
294,Unincorporated - San Jose Hills,644,3185,3143,9,45,46,20221,2020-08-31 09:33:16.008329
295,Unincorporated - San Pasqual,9,442,468,0,0,0,2035,2020-08-31 09:33:16.008329
296,Unincorporated - Sand Canyon,6,1948,5185,0,0,0,308,2020-08-31 09:33:16.008329
297,Unincorporated - Santa Catalina Island,23,8614,10412,0,0,0,267,2020-08-31 09:33:16.008329
298,Unincorporated - Santa Monica Mountains,101,542,630,1,5,2,18621,2020-08-31 09:33:16.008329
299,Unincorporated - Saugus,26,16774,16193,0,0,0,155,2020-08-31 09:33:16.008329
300,Unincorporated - Saugus/Canyon Country,1,281,538,0,0,0,356,2020-08-31 09:33:16.008329
301,Unincorporated - South Antelope Valley,2,440,382,0,0,0,455,2020-08-31 09:33:16.008329
302,Unincorporated - South El Monte,76,4234,4057,0,0,0,1795,2020-08-31 09:33:16.008329
303,Unincorporated - South San Gabriel,167,1887,1809,5,57,40,8848,2020-08-31 09:33:16.008329
304,Unincorporated - South Whittier,1569,2649,2573,28,47,51,59222,2020-08-31 09:33:16.008329
305,Unincorporated - Southeast Antelope Valley,13,1665,1845,0,0,0,781,2020-08-31 09:33:16.008329
306,Unincorporated - Stevenson Ranch,154,735,732,2,10,12,20966,2020-08-31 09:33:16.008329
307,Unincorporated - Sun Village,148,2452,2567,1,17,11,6036,2020-08-31 09:33:16.008329
308,Unincorporated - Sunrise Village,49,3781,4125,0,0,0,1296,2020-08-31 09:33:16.008329
309,Unincorporated - Twin Lakes/Oat Mountain,11,663,671,1,60,78,1658,2020-08-31 09:33:16.008329
310,Unincorporated - Val Verde,60,1813,1702,1,30,50,3309,2020-08-31 09:33:16.008329
311,Unincorporated - Valencia,41,1335,2254,1,33,258,3072,2020-08-31 09:33:16.008329
312,Unincorporated - Valinda,699,2991,2928,7,30,32,23371,2020-08-31 09:33:16.008329
313,Unincorporated - View Park/Windsor Hills,137,1177,1232,3,26,10,11635,2020-08-31 09:33:16.008329
314,Unincorporated - Walnut Park,647,4008,3969,11,68,79,16143,2020-08-31 09:33:16.008329
315,Unincorporated - West Antelope Valley,5,331,322,0,0,0,1511,2020-08-31 09:33:16.008329
316,Unincorporated - West Carson,390,1766,1563,33,149,89,22086,2020-08-31 09:33:16.008329
317,Unincorporated - West LA,42,4412,4285,2,210,67,952,2020-08-31 09:33:16.008329
318,Unincorporated - West Puente Valley,349,3549,3483,2,20,23,9835,2020-08-31 09:33:16.008329
319,Unincorporated - West Rancho Dominguez,20,1472,1397,3,221,184,1359,2020-08-31 09:33:16.008329
320,Unincorporated - West Whittier/Los Nietos,889,3302,3229,12,45,44,26925,2020-08-31 09:33:16.008329
321,Unincorporated - Westfield/Academy Hills,7,538,746,0,0,0,1300,2020-08-31 09:33:16.008329
322,Unincorporated - Westhills,9,1073,1596,0,0,0,839,2020-08-31 09:33:16.008329
323,Unincorporated - White Fence Farms,42,1140,1226,0,0,0,3683,2020-08-31 09:33:16.008329
324,Unincorporated - Whittier,58,1533,1471,1,26,11,3784,2020-08-31 09:33:16.008329
325,Unincorporated - Willowbrook,1342,3844,3894,18,52,60,34913,2020-08-31 09:33:16.008329
326,Unincorporated - Wiseburn,109,1809,1703,1,17,21,6027,2020-08-31 09:33:16.008329
327,Unincorporated - East Lancaster,0,0,0,0,0,0,114,2020-08-31 09:33:16.008329
328,Unincorporated - Franklin Canyon,0,0,0,0,0,0,12,2020-08-31 09:33:16.008329
329,Unincorporated - Harbor Gateway,0,0,0,0,0,0,1,2020-08-31 09:33:16.008329
330,Unincorporated - La Habra Heights,0,0,0,0,0,0,676,2020-08-31 09:33:16.008329
331,Unincorporated - Placerita Canyon,0,0,0,0,0,0,460,2020-08-31 09:33:16.008329
332,Unincorporated - Whittier Narrows,0,0,0,0,0,0,12,2020-08-31 09:33:16.008329
